heading,content,start,end,tokens,title
85, Breath taking especially starting off with me and Roy,419.2,421.44,11,Mike_Tyson
86," Yeah, and um I'm looking forward to that to have actually from every general it's",421.91999999999996,427.2,20,Mike_Tyson
87, On a ray of everybody who was,427.92,429.92,9,Mike_Tyson
88, Who believed the someone they all gonna come back and all feels and this will be something that mean um,430.47999999999996,436.88,22,Mike_Tyson
89, The arrows and the ventures created together and I think this is gonna be pretty awesome,437.36,441.92,19,Mike_Tyson
90, So legends only league would be like all sports baseball,442.0,444.64,12,Mike_Tyson
91," Yes, I think maddening and crazy like we did with Billie Jean that came to have somebody yes say",447.03999999999996,452.4,24,Mike_Tyson
92, One of the serene and somebody playing mac and roll and that kind of stuff right exhibitions and stuff like that or somebody like um,452.71999999999997,459.76,28,Mike_Tyson
93," Man-a-war complete one-on-one with whoever I ever seen or somebody yeah, I mean men at peace",461.2,466.64,27,Mike_Tyson
94, Men awards the horse,467.52,469.52,6,Mike_Tyson
95," Metamorphose yeah, yeah, no, it's a amazing idea, but particularly for you like seeing you hit the bag again",470.96,478.23999999999995,28,Mike_Tyson
96, And seeing you hit the pads and get excited about it. It was very very interesting to me,478.32,482.32,21,Mike_Tyson
97, Because I knew that you had that thing in your head where you didn't want to ignite your ego,482.8,486.88,22,Mike_Tyson
98, And then you had this quote that the gods of war reignited your ego,486.88,490.8,17,Mike_Tyson
99, I read that I got so excited,491.44,493.44,9,Mike_Tyson
100," Well, that's the excuse I can use you know, I think really great excuse that I can use",494.72,499.2,23,Mike_Tyson
101, But it's uh it was a great quote and made me excited and I when I'm when I'm seeing you training,500.48,505.28000000000003,26,Mike_Tyson
102," I mean, you know, so some people that",505.36,507.36,12,Mike_Tyson
103, In everybody has opinions when something like this happens when a man is 53 now you 54,508.56,513.36,19,Mike_Tyson
104, Yeah 54 and decides to fight again,513.52,515.84,9,Mike_Tyson
105, It's as fit as you look like why not why not why not you could do whatever you want why can't I mean if you can go bungee jumping and ride a ball,516.88,524.16,38,Mike_Tyson
106, It's not,524.4,526.4,5,Mike_Tyson
107, Impossible is nothing to somebody that tries,526.48,529.2,9,Mike_Tyson
108," Everything that someone said was impossible is happened. Yeah, it's certainly well listen in 2020 with all the ways of recovering",529.92,537.92,26,Mike_Tyson
109," All the things we know the sanitation is create impossible. Well, it's different now limitations are different now exactly",537.92,544.4799999999999,24,Mike_Tyson
110, So when you like that video when you were ripping the pads and working out with half El Cordero,544.8,550.4799999999999,22,Mike_Tyson
111, How many like how long into that was that like how how quickly did you get your speed back?,550.88,555.12,22,Mike_Tyson
112, Was it right right away?,555.28,556.3199999999999,8,Mike_Tyson
113, It was a first day. That was your first day,556.3199999999999,558.88,13,Mike_Tyson
114, That was our first thing. Let's try this that was our first day,558.88,561.36,17,Mike_Tyson
115," Wow, and after that day I was in the bed",561.8399999999999,564.24,13,Mike_Tyson
116, They come get the guy to do the fucking shot. Now let you keep me to get me back,564.32,568.32,22,Mike_Tyson
117, I had to say I didn't I couldn't walk I was crying to my wife and I was like wow,568.48,572.96,24,Mike_Tyson
118, And I don't know why um after that I should say this is over. I'm not gonna do it,574.64,578.72,24,Mike_Tyson
119, But um that ego stuff for hey come on please,578.72,581.6800000000001,12,Mike_Tyson
120, Did it?,582.48,583.2,5,Mike_Tyson
121, Does it do you feel like you felt in the old days like when I mean in terms of your mind like the enthusiasm about this,583.2,590.48,28,Mike_Tyson
122, The dude and do the asm yet,590.88,592.88,10,Mike_Tyson
123, Um,593.28,594.16,3,Mike_Tyson
124, Sometimes um I feel I say this is bullshit. I can't be feeling this good,594.16,598.48,19,Mike_Tyson
125, You know and then um,599.9200000000001,601.9200000000001,7,Mike_Tyson
126, And I don't know I think I really am I'm feeling good. I said this bag was because I know the bag is bigger bag,602.4,608.5600000000001,30,Mike_Tyson
127, 20 pounds,609.2,609.84,4,Mike_Tyson
128," I said well this bag wouldn't be moving like this. I'm not hitting it kind of decently, you know",609.84,614.4,26,Mike_Tyson
129, You look good. There's look this is not like there. I've seen guys come back and you see him working out to look sad,614.4,620.16,30,Mike_Tyson
130, And it doesn't look what's exciting about you coming back is how good you look training,620.5600000000001,625.2,20,Mike_Tyson
131, Why not in this day and age but being a real fighter. This is what you know,625.84,630.4,20,Mike_Tyson
132, You see so many people that's in the gym matter fact I've bought people in the gym that kick my ass every day,630.96,635.84,27,Mike_Tyson
133," But then know what's different when you get them in the ring and yeah, the light on them and people eating popcorn and drinking beer and they freak out",636.08,644.16,33,Mike_Tyson
134, ah,644.16,646.16,3,Mike_Tyson
135," So yeah the pressure black. Yes, you're Mike Tyson. Exactly. You understand that",648.9599999999999,654.24,20,Mike_Tyson
136," Yeah, I know if anybody knows how to deal with that pressure. It's you absolutely, but you know you it's good",654.4,659.76,28,Mike_Tyson
137," But if you don't have to doubt you're gonna have a lot of trouble, right? You have to have that doubt",659.76,664.48,27,Mike_Tyson
138," Right, you have to have a little bit of that. Yeah. Now is it this is a",664.56,668.04,22,Mike_Tyson
139, This new phase of your life where all of a sudden you reignited and you want to compete again. This has got to be fun,668.92,675.12,29,Mike_Tyson
140," It is fun, but yeah, it is fun. I do say it's fun, but it's still um",675.12,680.1999999999999,25,Mike_Tyson
141, If apprehensive stuff,681.88,683.88,6,Mike_Tyson
142," You know with apprehensive, but it's still like you said is it's fun",683.88,687.0,19,Mike_Tyson
143, But it seems so exciting like to watch you train and get ready it's like to me,687.36,692.16,20,Mike_Tyson
144, I'm like fuck yeah like what what do you want a man to do?,692.16,694.92,18,Mike_Tyson
145, What do you want a man to just sit around do nothing just wait go for walks do whatever the fuck you want and if you could still do this the way you're doing it why not?,694.92,703.4,41,Mike_Tyson
146, Hey,704.5999999999999,706.5999999999999,3,Mike_Tyson
147, I don't understand it either but I'm gonna do it. I don't understand. I just want to do it and um,706.5999999999999,711.3199999999999,28,Mike_Tyson
148, I feel like I was born to do this stuff,712.36,714.5999999999999,12,Mike_Tyson
149," Well, you certainly were at one point in time in your life",714.92,717.16,15,Mike_Tyson
150, But you had moved on to a different chapter of your life you had completely stopped doing that,717.24,721.24,20,Mike_Tyson
151, You were doing the Tyson ranch thing smoking a lot of weed. Are you stop smoking weed totally much? Yeah pretty much stop,721.24,726.94,27,Mike_Tyson
152, It's gonna stop wow,726.94,728.94,7,Mike_Tyson
153," Wow, that's that's a big change",728.94,730.94,11,Mike_Tyson
154," But when you do something like this is all about change, you know you you listen",730.94,735.78,19,Mike_Tyson
155, You can't continue being a comedian if you're not sharpening,735.78,739.94,15,Mike_Tyson
156, Your psychic up even when you're doing it right here. You're practicing in your comedian act,740.84,744.84,21,Mike_Tyson
157, You know you have to continue to practice the more you practice it if they've you practice it every four years,744.84,750.96,24,Mike_Tyson
158, You'll be better if you only practice it for a month,751.4,754.52,14,Mike_Tyson
159, So the more you do it the better you become do you feel like that now in this comeback that like you are only sort of scratching your,754.92,762.52,30,Mike_Tyson
160, potential because like you're just getting back into shape again a,762.52,766.16,14,Mike_Tyson
161, Year from now you'll be even better shape and you'll be more conditioned to do what you want to do like you're you're in this,766.48,772.64,31,Mike_Tyson
162," Yeah, yeah, you're in this",772.64,774.64,10,Mike_Tyson
163," Rebuilding stage now is in that that's exciting. Yeah, when you go to you",774.92,779.88,20,Mike_Tyson
164, When you go to your doctor these people who have this alternative stuff and you see the development you see the healing process,780.24,786.84,25,Mike_Tyson
165, And you think come on tell me why did it thrive this happening to me,786.84,789.88,17,Mike_Tyson
166, Why not even why guy like me who just got off drugs?,790.36,793.64,15,Mike_Tyson
167, Who just gave up his life and don't care about nothing?,793.64,796.14,15,Mike_Tyson
168," Hit this is happening to him, you know since I married my wife all this good stuff started happening",796.36,801.68,22,Mike_Tyson
169, I said why what is this stuff all about?,801.68,803.68,12,Mike_Tyson
170," Whatever it's all about it's good. I'm like take really great take the money. Yeah, that's what I said",804.6,809.2,28,Mike_Tyson
171, Take my money. I want to watch it. Let's see it and it's not about money because the money's gonna be in charity,809.2,814.9200000000001,30,Mike_Tyson
172, And people under and it's just about doing something good and that from that perspective that could be,814.9200000000001,820.2,21,Mike_Tyson
173, I just like feeling like I'm doing something good for somebody more than myself,820.2,823.88,17,Mike_Tyson
174," That's a beautiful part of it. Yeah, that it is gonna go to charity",824.2,827.1600000000001,19,Mike_Tyson
175, But it's also an exciting matchup and I'm watching Roy workout too and Roy looks fantastic,827.1600000000001,832.0200000000001,21,Mike_Tyson
176, Roy's gonna always look fantastic,832.0200000000001,833.7800000000001,8,Mike_Tyson
177, He was under pound of a way. He's gonna look,833.7800000000001,835.98,14,Mike_Tyson
178, He just really looks good when he got this right Jones junior,835.98,839.28,14,Mike_Tyson
179, I mean that's one of the things that makes this fight so exciting is that,839.28,842.4,18,Mike_Tyson
180, You know Roy is like yourself one of the all-time grades and still looks physically fantastic,842.66,848.46,20,Mike_Tyson
181, Like seeing moving around hitting the pads hand speed looks great. You can't train with anybody looking for do that,848.46,854.16,24,Mike_Tyson
182," Right, well, he always had such an unusual style, you know with very few jobs",854.16,858.54,20,Mike_Tyson
183," We threw left hooks instead of jobs, you know, man Roy always had like one of the strangest styles in all the boxing",858.54,864.44,28,Mike_Tyson
184," It was it was trained, but it was very effective super effective. Yeah, I mean effect just incredibly hard to prepare for too",864.44,870.3800000000001,28,Mike_Tyson
185," Because try to find someone who no one's gonna do that. Yeah, no one can emulate him in the gym now",870.3800000000001,875.6800000000001,26,Mike_Tyson
186, When you decided on a fight and decided on a poem what with a with their other,875.6800000000001,881.24,19,Mike_Tyson
187," I heard that someone that offered you shanning the cannon breaks for a bad knuckle boxing. No, no, it was just",881.24,886.3000000000001,29,Mike_Tyson
188, Tyson,887.48,888.6800000000001,3,Mike_Tyson
189, the Tyson fury,888.6800000000001,890.6800000000001,5,Mike_Tyson
190," With Bob sat Tyson fury and quite other guys, but certain things just happened and it didn't happen and then I'm",890.8399999999999,898.16,26,Mike_Tyson
191, It was holy feel it was shanning with some other guys from,899.1999999999999,903.9599999999999,16,Mike_Tyson
192, MMA and then Roy turned out to be the right guy. I guess we did a survey and Roy popped up the winner,904.5999999999999,911.4799999999999,26,Mike_Tyson
193, Well certainly a giant name,911.4799999999999,913.4799999999999,7,Mike_Tyson
194," Holy if you wanted that yeah, yeah, holy feel would be a great one too",913.9599999999999,916.68,19,Mike_Tyson
195, But it's just having a guy like that that has that big name that is also an all-time great and that also wants to do it,916.68,922.92,31,Mike_Tyson
196, too and they get the public excited,922.92,924.8,9,Mike_Tyson
197, I mean I think it's a perfect fight to get the public exactly,924.8,927.12,16,Mike_Tyson
198, So do you think that once you fight Roy that that'll be it or do you think this is just gonna be the beginning of this new chapter in your life?,927.64,936.4799999999999,35,Mike_Tyson
199, I believe this is just gonna be the beginning or whatever happens happens,936.4799999999999,940.7199999999999,15,Mike_Tyson
200, Life this is pretty interesting being on here talking to you and knowing that,941.12,944.52,16,Mike_Tyson
201, Extended the wave and the people are gonna hear this stuff is pretty interesting because this is now this is true,945.72,951.52,24,Mike_Tyson
202, It's really gonna no longer in my head. I'm stroking it. It's real. It's like wow,951.52,956.9200000000001,26,Mike_Tyson
203," Yeah, it's wow. Yeah, I can't wait man. I want to be there. I want to see it. Hey",957.1600000000001,961.9200000000001,29,Mike_Tyson
204, Down the street here,962.84,964.84,6,Mike_Tyson
205, I'll come back now I forgot the name of the dignity center. Mm-hmm. That's where it's gonna be,964.84,969.72,27,Mike_Tyson
206," Yeah, yeah, and is it gonna be an audience? It can't be an audience. Yeah, right? I believe on it",969.72,973.6800000000001,29,Mike_Tyson
207," You know, I believe on you like I don't know what what I'm gonna say on to us right?",973.6800000000001,977.52,25,Mike_Tyson
208," They call me on people. Yeah, oh family fight group and this is gonna be eight rounds. I believe so yeah",977.52,983.6,26,Mike_Tyson
209, So how did you arrive on eight rounds? Hey listen?,983.88,986.8000000000001,14,Mike_Tyson
210, Beats the hell out of me. I wanted to do the exhibition,988.4,991.08,16,Mike_Tyson
211, I wanted to help the people after what like I eat fucking rounds by now. I'm getting in a condition and we're gonna do this stuff,991.08,996.4,31,Mike_Tyson
212, Well eight rounds gives you enough time to work,997.4,999.4,11,Mike_Tyson
213, Guess people enough time to get excited about it,999.92,1001.92,11,Mike_Tyson
214, When when you think about an eight round fight,1002.72,1005.6,11,Mike_Tyson
215, Do you see see yourself moving into 10 rounds and 12 rounds in the future and how we don't know what the future holds,1006.12,1012.28,27,Mike_Tyson
216, But we're looking forward to you having fun and doing it for,1012.28,1015.0,15,Mike_Tyson
217, Purpose of reason because people were talking about you literally fighting for the title again,1016.36,1020.56,18,Mike_Tyson
218," Hey, I'm not interested. I'm just interested in fighting for the title of giving",1020.56,1023.92,20,Mike_Tyson
219," Okay, okay, so just doing this for good so exciting for you",1024.6399999999999,1029.72,16,Mike_Tyson
220," But also generates a lot of positivity. Yeah, I love that and",1029.72,1034.1599999999999,16,Mike_Tyson
221, I'm so cleaning for some reason because you're giving away charity that you're doing something good,1035.12,1039.68,21,Mike_Tyson
222, Doing it for myself. I guess this doesn't do it for me no more. Right. That makes sense. I didn't do it,1039.68,1045.3999999999999,30,Mike_Tyson
223," Yeah, that makes sense. So it's both things so you get to excite yourself challenge yourself",1046.6,1051.68,22,Mike_Tyson
224, But the good is all going to next,1051.68,1054.48,10,Mike_Tyson
225, I won't have in my mind when I'm getting paid. I think I'll never have that in my mind again,1054.48,1058.76,26,Mike_Tyson
226," Yeah, I know what I have all I'm getting something for what I'm doing kind of yeah",1059.0,1064.96,22,Mike_Tyson
227, Somebody said and this was kind of hilarious someone said hey,1065.8400000000001,1068.64,13,Mike_Tyson
228, I heard that they're just gonna just mess around and then they're not gonna go for the knockout,1068.64,1073.52,23,Mike_Tyson
229," I go do you know who the fuck you're talking about? I go you're talking about Mike Tyson and Roy Jones, Jr",1073.52,1078.64,28,Mike_Tyson
230, Do you really believe that the two of the all-time greats once they start throwing hands that it could it won't get crazy?,1078.64,1084.68,30,Mike_Tyson
231," Well, of course, of course both of us who we are and we're gonna show us girls",1084.68,1089.38,22,Mike_Tyson
232," And nobody's gonna look stupid and it's just gonna be interesting, I think yeah",1089.38,1093.6000000000001,19,Mike_Tyson
233, Do you have any other people in mind like do you have a game plan in mind like after Roy or you just thinking only about Roy right now?,1094.0,1100.6000000000001,32,Mike_Tyson
234," After this moment only Roy, but it's just some interesting people that we have that I'm gonna announce later",1100.6000000000001,1106.0,24,Mike_Tyson
235, Now there was some talk of you and Roy way back then day when Roy fought John Ruiz and one day anyway,1106.24,1111.4,25,Mike_Tyson
236," Yeah, yeah, so what what did you think about that fight back then?",1111.4,1115.48,18,Mike_Tyson
237, I thought it was really interesting because I couldn't use the money back then so,1115.48,1119.48,18,Mike_Tyson
238, me and Roy talked we wouldn't in Texas and we went to Houston with the Houston we went to Houston we talked and,1120.28,1125.88,26,Mike_Tyson
239," After we talked we just went out and chilled out, but it was interesting never happened",1126.6,1131.38,19,Mike_Tyson
240, I don't know what happened to me something what happened to me and it just didn't happen,1131.76,1135.76,21,Mike_Tyson
241, That's one of those things right there's always all these potential fights that don't quite line up,1136.08,1140.64,22,Mike_Tyson
242, Do you have other fights in your head that like were potential fights that didn't line up that you wish did?,1140.88,1145.36,25,Mike_Tyson
243," No, I have the happen for the reason that it's happening now",1147.32,1150.56,16,Mike_Tyson
244, I'm excited about this fight. I'm excited about this fight stylistically too because I always I always like that fight stylistically,1151.96,1158.6,28,Mike_Tyson
245, I was so it was so interesting,1158.6,1159.88,9,Mike_Tyson
246, You know because you were just this unstoppable force and Roy was so fast and so slick,1159.88,1164.84,19,Mike_Tyson
247," Yes, I'm just prepared to do a lot of running and chasing",1164.84,1167.8,16,Mike_Tyson
248," Yeah, you know, yeah, I was that was real difficult to get in condition for that",1168.52,1172.52,21,Mike_Tyson
249, I'm chasing this like a little guy,1172.52,1174.4399999999998,10,Mike_Tyson
250, I'm the ring so how many days a week are you training now every day every day?,1174.4399999999998,1178.6799999999998,21,Mike_Tyson
251, You know have the sun days off every day and what what is a typical day for Mike Tyson right now?,1178.6799999999998,1184.1599999999999,24,Mike_Tyson
252," All right, the day starts",1184.1599999999999,1186.1599999999999,8,Mike_Tyson
253, Soon as this daylight from 5 30 out through the form of run come back,1187.4399999999998,1193.1999999999998,17,Mike_Tyson
254, What am I doing when I come back?,1194.84,1196.84,11,Mike_Tyson
255, I'm back in the shower,1196.84,1198.84,8,Mike_Tyson
256, from the shower,1199.3999999999999,1201.3999999999999,5,Mike_Tyson
257, I go downstairs I let the birds out fly the birds come back in,1201.3999999999999,1206.1999999999998,16,Mike_Tyson
258, May do some I'm I have a machine where you do the twist,1207.8,1211.72,16,Mike_Tyson
259, Mm-hmm. I've got your sizes there and I'll do that probably 200 times on both sides and,1211.72,1219.04,24,Mike_Tyson
260, I'm I,1219.6799999999998,1221.3999999999999,5,Mike_Tyson
261," Grab a bite, you know, I may have some I'm eating me first. I may have some eggs",1221.4,1227.24,24,Mike_Tyson
262, Instead of not eating eggs. You were a vegan for a while right how long were you vegan for pretty good couple years for a couple years?,1228.3200000000002,1235.24,31,Mike_Tyson
263," Yeah, five years when did it stop when did you stop doing that?",1235.24,1237.68,17,Mike_Tyson
264," I don't know not too long ago, so did you stop because of the training or did you stop before that?",1240.6000000000001,1245.8400000000001,26,Mike_Tyson
265," Yeah, this stop",1246.0400000000002,1247.5600000000002,6,Mike_Tyson
266, Reeding because of the training and it was because of what I wanted my body to look like and,1247.56,1252.24,22,Mike_Tyson
267, Disturnt that I wanted to possess so you started eating meat red meat everything and no red meat,1252.48,1257.6399999999999,22,Mike_Tyson
268," But only Elk and bison. Oh red meat does mean yeah, okay wild stuff you eating Elkin bite to I want to give you some of my",1257.6399999999999,1266.44,34,Mike_Tyson
269," Elk yeah, really would you",1266.44,1267.84,9,Mike_Tyson
270, Fuck yeah,1267.84,1269.84,4,Mike_Tyson
271," Yeah, yeah, I will be free to do that. I'll give you some from that elk right there",1269.84,1274.12,24,Mike_Tyson
272," That would be so awesome. Yeah, I have three commercial freezers in the back. Yeah, I would love that I would love that",1274.12,1280.28,30,Mike_Tyson
273," Yeah, when I look at for I don't look at food. No, like I used to look at I look at it for what it's for yeah",1280.84,1286.9199999999998,34,Mike_Tyson
274," Yeah, even what it's for to take care of the body exactly",1286.9199999999998,1290.56,16,Mike_Tyson
275," Well, that's the best meat. You know, I realized that this you know things that are good for other people like the the kale and the vegetables and all this stuff",1291.1599999999999,1298.52,37,Mike_Tyson
276, The blueberry and then for me it's really poisonous,1298.52,1301.8799999999999,12,Mike_Tyson
277," It's not that stuff bad for you but yeah, that's definitely not good for my blood type and my health conditions and all that's",1301.88,1307.72,30,Mike_Tyson
278, Kale all that's okay. Oh kill me,1307.72,1310.3600000000001,12,Mike_Tyson
279," Well, no actually that really yeah for me I'm careless toxic to my blood and everything so when you were a vegan",1314.3600000000001,1322.0,26,Mike_Tyson
280, What were you eating oh man nothing,1322.0,1324.0,9,Mike_Tyson
281, That my wife called me the miserable vegan,1326.2800000000002,1328.44,10,Mike_Tyson
282, She's not vegan. What you're doing Mike?,1328.44,1331.0800000000002,13,Mike_Tyson
283," Just being miserable. No, I think it comes down to um",1332.04,1335.24,15,Mike_Tyson
284, when um,1337.0,1339.0,4,Mike_Tyson
285, And it's interesting that I've done it when I was with cuss I was sometimes just overdo it sometimes,1339.88,1345.24,25,Mike_Tyson
286, Like sometimes I go for religious fast for 30 days. I might overdo it sometimes. I might not eat for the whole day,1345.24,1351.56,28,Mike_Tyson
287, That's for the daytime,1352.12,1354.12,7,Mike_Tyson
288, Right and then I might for a couple of days. It's not even period,1354.12,1357.56,18,Mike_Tyson
