heading,content,start,end,tokens,title
35, I know.,83.0,84.0,5,Neil_WHO
36, Yeah.,84.0,85.0,4,Neil_WHO
37, So there's a town there.,85.0,86.0,9,Neil_WHO
38, There's a Cypress tree.,86.0,87.0,9,Neil_WHO
39, There's a church steeple.,87.0,88.0,9,Neil_WHO
40, It could have been called Cypress tree.,88.0,89.0,11,Neil_WHO
41, It could have been called Sleepy Village.,89.0,90.0,11,Neil_WHO
42, It could have been called Rolling Hills.,90.0,92.0,10,Neil_WHO
43," But no, it's called Starry Night.",92.0,94.0,12,Neil_WHO
44," And everything in front of it, everything in front of it is just in the way.",94.0,100.0,20,Neil_WHO
45, And how often do you paint something where the title is the background?,100.0,104.0,16,Neil_WHO
46, That's my point.,104.0,105.0,7,Neil_WHO
47," And in this particular case, the background is the universe.",105.0,110.0,14,Neil_WHO
48," And so for me, this was a pivot point in art.",110.0,114.0,15,Neil_WHO
49," And it's 1889, which is recent, given the history of paintings, and you know, that go all the way back.",114.0,120.0,29,Neil_WHO
50," So, yeah, there it is.",120.0,122.0,10,Neil_WHO
51, Is that your favorite painting ever?,122.0,124.0,9,Neil_WHO
52, I have to say yes.,124.0,125.0,8,Neil_WHO
53, You have to be a vest and a fine cow.,125.0,127.0,13,Neil_WHO
54," If it's not, what are you doing?",127.0,129.0,12,Neil_WHO
55, I have four or five ties that have this painting on them in different ways.,130.0,137.0,18,Neil_WHO
56," Yeah, so I'm all in.",137.0,139.0,10,Neil_WHO
57, I'm all in.,139.0,140.0,7,Neil_WHO
58, What's interesting is that the town is...,140.0,142.0,11,Neil_WHO
59, Have you seen Starry Night in Bacon?,142.0,144.0,11,Neil_WHO
60, Somebody did it.,144.0,145.0,6,Neil_WHO
61," Look, dig it up on the screen.",145.0,147.0,11,Neil_WHO
62, Somebody did it in Bacon.,147.0,148.0,8,Neil_WHO
63, It was just cr...,148.0,150.0,7,Neil_WHO
64," Oh, god.",150.0,151.0,6,Neil_WHO
65, How weird.,151.0,152.0,5,Neil_WHO
66," Yeah, so...",152.0,155.0,6,Neil_WHO
67, How weird.,155.0,156.0,5,Neil_WHO
68," Go back to the original one, please.",156.0,159.0,11,Neil_WHO
69, What's interesting about the original one is that the town is realistically depicted.,159.0,164.0,17,Neil_WHO
70, The trees are recognizable as trees.,164.0,167.0,9,Neil_WHO
71," If you ever saw a sky that looked like that, the end would be here.",167.0,171.0,19,Neil_WHO
72," Yeah, exactly.",171.0,172.0,6,Neil_WHO
73," Plus that swirling is not wind, and it's not clouds, because if it was clouds, you wouldn't see the stars.",172.0,178.0,29,Neil_WHO
74, Right.,178.0,179.0,4,Neil_WHO
75, It's how he felt.,179.0,181.0,8,Neil_WHO
76, That's all I can tell you.,181.0,183.0,10,Neil_WHO
77," By the way, that is a real evening.",183.0,185.0,12,Neil_WHO
78," Sorry, it's not even the early morning.",185.0,187.0,12,Neil_WHO
79," The crescent moon, when it's that orientation, means this is before sunrise.",187.0,191.0,19,Neil_WHO
80," And that white object lower on the horizon, that sort of glowy, that's very likely Venus,",191.0,196.0,23,Neil_WHO
81, and that enables us to trace over what's set of weeks this painting was actually painted.,196.0,203.0,20,Neil_WHO
82, So it's kind of like forensic astronomy.,203.0,206.0,11,Neil_WHO
83, Has anyone done an analysis of where he must have been?,206.0,210.0,14,Neil_WHO
84," Yeah, yeah, it's well known.",210.0,212.0,11,Neil_WHO
85, He was in a real place.,212.0,213.0,9,Neil_WHO
86, And so that really...,213.0,214.0,7,Neil_WHO
87," He had pulled this out of his ass, right?",214.0,215.0,13,Neil_WHO
88," I mean, it was...",215.0,216.0,8,Neil_WHO
89," He painted what he saw, folded into what he felt.",216.0,220.0,14,Neil_WHO
90, Yeah.,220.0,221.0,4,Neil_WHO
91, Heavy.,221.0,222.0,4,Neil_WHO
92," That's how art should be, I think.",222.0,223.0,12,Neil_WHO
93, Yeah.,223.0,224.0,4,Neil_WHO
94," Otherwise, what do you need artists for?",224.0,227.0,11,Neil_WHO
95, Make cool shit.,227.0,229.0,6,Neil_WHO
96," The cool stuff is something that they felt, and it came out of them.",229.0,233.0,18,Neil_WHO
97, Yeah.,233.0,234.0,4,Neil_WHO
98, And they feel stuff.,234.0,235.0,7,Neil_WHO
99, They feel the natural world in ways different from the rest of us.,235.0,241.0,16,Neil_WHO
100, And that's why they're artists.,241.0,242.0,10,Neil_WHO
101, Do they or do they just express it with...,242.0,244.0,12,Neil_WHO
102," Oh, sorry.",244.0,245.0,6,Neil_WHO
103," Yes, they not only...",245.0,246.0,8,Neil_WHO
104," Yes, we all can feel it, but to be able to express it, that's a whole other talent.",246.0,250.0,25,Neil_WHO
105," Right, just a question.",250.0,251.0,8,Neil_WHO
106, You know what I think about often?,251.0,253.0,10,Neil_WHO
107, Why do we all know who Paul Revere is?,253.0,258.0,13,Neil_WHO
108, All right?,258.0,259.0,5,Neil_WHO
109, We all...,259.0,260.0,5,Neil_WHO
110, It's a household name.,260.0,261.0,8,Neil_WHO
111, Yet is there any other war ever fought in the history of the world where a household name is the name of the person who told other people the enemy was coming?,261.0,270.0,35,Neil_WHO
112," We can mention his name, but we can't list the generals that all fought in that war.",271.0,276.0,22,Neil_WHO
113, Why?,276.0,277.0,4,Neil_WHO
114, It's because a poem was written about him.,277.0,281.0,12,Neil_WHO
115," And he had this mundane job, let me tell people the enemy is coming.",281.0,284.0,18,Neil_WHO
116," And so the artist, in this case, the poet elevated the mundane to something that forces you to...",284.0,294.0,23,Neil_WHO
117, to reckon it with your understanding of this world.,294.0,297.0,12,Neil_WHO
118, What's Joyce Kilmer's most famous poem?,298.0,301.0,12,Neil_WHO
119, It's about a tree.,301.0,303.0,8,Neil_WHO
120, Dogs piss on trees.,303.0,305.0,7,Neil_WHO
121," You drive by trees, you don't even know they're there.",305.0,308.0,16,Neil_WHO
122, Yet a poem about a tree.,308.0,310.0,9,Neil_WHO
123, I'll never see something as lovely as a tree.,310.0,312.0,13,Neil_WHO
124, Oh my gosh.,312.0,314.0,6,Neil_WHO
125, So the art forces you to pause and just reflect on things that you took for granted.,314.0,320.0,20,Neil_WHO
126, Things that became ordinary in your life.,320.0,323.0,10,Neil_WHO
127, And they were elevated to...,323.0,326.0,8,Neil_WHO
128, To...,326.0,327.0,4,Neil_WHO
129, They get beatified by the talents of artists.,327.0,330.0,12,Neil_WHO
130, That's a word.,330.0,331.0,7,Neil_WHO
131," Oh, beatified, you never knew?",331.0,333.0,11,Neil_WHO
132," Beatified, yeah, I'm using it loosely.",333.0,336.0,13,Neil_WHO
133, It's the intermediate step between being an ordinary person and being a saint.,336.0,340.0,17,Neil_WHO
134, The beatification of someone in the Catholic Church.,340.0,343.0,12,Neil_WHO
135, I would have thought it's making something more beautiful.,343.0,346.0,13,Neil_WHO
136," Oh, mate, okay, I don't...",346.0,348.0,12,Neil_WHO
137, It could have similar roots.,348.0,349.0,8,Neil_WHO
138," Similar roots, beat, beat, beat.",349.0,350.0,11,Neil_WHO
139," Yeah, yeah, it could come from that.",350.0,352.0,12,Neil_WHO
140," But, to be beatified is the first steps on root to sainthood.",352.0,357.0,18,Neil_WHO
141, Yeah.,357.0,358.0,4,Neil_WHO
142, That's if I remember the word correctly.,358.0,360.0,11,Neil_WHO
143, Here goes.,360.0,361.0,5,Neil_WHO
144," Oh, you got it.",361.0,362.0,8,Neil_WHO
145," Oh, you got it.",362.0,363.0,8,Neil_WHO
146, You've pulled it up.,363.0,364.0,8,Neil_WHO
147, The definition.,364.0,365.0,5,Neil_WHO
148," To make supremely happy, Christianity declared to have attained blessedness of heaven and authorize the title blessed.",365.0,370.0,24,Neil_WHO
149, And limited public religious honor.,370.0,372.0,8,Neil_WHO
150, She was beatified six years after her death.,372.0,374.0,12,Neil_WHO
151," Yes, so I think you can't become a saint unless you previously been beatified.",374.0,379.0,20,Neil_WHO
152, I think that's the rule.,379.0,381.0,9,Neil_WHO
153, But I'm looking at the number one definition of there to make supremely happy.,381.0,384.0,19,Neil_WHO
154, That's interesting.,384.0,385.0,6,Neil_WHO
155, That's interesting.,385.0,386.0,6,Neil_WHO
156," Yeah, that moved ahead of it.",386.0,388.0,10,Neil_WHO
157, Definition of beatify.,388.0,389.0,8,Neil_WHO
158, Yeah.,389.0,390.0,4,Neil_WHO
159," So to be out of fire, the verb was up there.",390.0,394.0,15,Neil_WHO
160, You had on the screen Roman Catholic Church.,394.0,397.0,11,Neil_WHO
161, He beatified Juan Diego and Indian believed to have a vision of a virgin Mary.,397.0,401.0,19,Neil_WHO
162," Synonyms, canonized, sanctified, hollow, consecrate.",401.0,405.0,17,Neil_WHO
163," So I think if you take something ordinary and you subject it to the interpretation of an artist,",405.0,411.0,21,Neil_WHO
164, it can be beatified and elevated on a level where it becomes a household recognition of its importance in this world.,411.0,418.0,25,Neil_WHO
165," So my brothers and artists, my brothers and artists.",418.0,421.0,13,Neil_WHO
166, What kind of art?,421.0,422.0,7,Neil_WHO
167," A fine art, but also paints and teaches history of art.",422.0,427.0,15,Neil_WHO
168, So I've had this sort of baptism my whole life being exposed to him.,427.0,432.0,18,Neil_WHO
169," You know, the sibling scientist.",432.0,435.0,9,Neil_WHO
170, But they have an artist in the family.,435.0,437.0,11,Neil_WHO
171, Everyone should have an artist in the family.,437.0,439.0,11,Neil_WHO
172, I've got an uncle.,439.0,441.0,8,Neil_WHO
173," And of course the whole steam movement, science, technology, engineering, and math.",441.0,446.0,19,Neil_WHO
174," The artist got in there and said, wait, so the STEM movement, science, engineering, they want to throw in the A.",446.0,452.0,29,Neil_WHO
175," They get art as part of that movement, science, technology, engineering, art, and math.",452.0,456.0,22,Neil_WHO
176, Change it from STEM to steam.,456.0,458.0,9,Neil_WHO
177, It's a steam.,458.0,459.0,7,Neil_WHO
178, So you get full steam ahead.,459.0,460.0,9,Neil_WHO
179, And you get a lot of work in that.,460.0,461.0,12,Neil_WHO
180," Well, they're both good words for what they need.",461.0,463.0,14,Neil_WHO
181, But that just sounds like a bunch of awesome stuff.,463.0,466.0,13,Neil_WHO
182, It does.,466.0,467.0,5,Neil_WHO
183, And I'm not throwing comedy and building houses.,467.0,471.0,12,Neil_WHO
184, It seems like you're getting very...,471.0,473.0,10,Neil_WHO
185, It's like the LBGTQA.,473.0,475.0,13,Neil_WHO
186, AI.,475.0,476.0,4,Neil_WHO
187, Things get really squirrely when you start adding more letters.,476.0,479.0,16,Neil_WHO
188," Yeah, you can add letters, but if it doesn't spell anything, then the memorization has to kick in.",479.0,483.0,26,Neil_WHO
189," But steam, you don't have to memorize that.",483.0,485.0,13,Neil_WHO
190, It's already there for you.,485.0,486.0,9,Neil_WHO
191, So it's cleverly conceived.,486.0,488.0,9,Neil_WHO
192," I think the abbreviation was its tacit recognition that these are elements in society that advance civilization and grow the economy, actually.",488.0,499.0,28,Neil_WHO
193," So in fact, there's hardly any growth economy in the world that isn't growing because it hasn't...",499.0,506.0,24,Neil_WHO
194, Not having been touched by science or technology.,506.0,510.0,11,Neil_WHO
195, Everything.,510.0,511.0,4,Neil_WHO
196, Just think about it.,511.0,512.0,7,Neil_WHO
197, So if you're around running...,512.0,514.0,9,Neil_WHO
198," You don't have them on your show, but if you're on a mountain saying, I don't like science, science is bad, science is evil.",514.0,519.0,34,Neil_WHO
199," Okay, well then you will die in poverty.",519.0,523.0,12,Neil_WHO
200, If you elect officials who believe that as well.,523.0,526.0,12,Neil_WHO
201," Well, the fuck thinks that science is bad in 2019.",526.0,530.0,14,Neil_WHO
202, And how did they express this?,530.0,532.0,9,Neil_WHO
203, Did they express it through science?,532.0,533.0,9,Neil_WHO
204," Okay, so...",533.0,534.0,6,Neil_WHO
205, You know what I'm saying? Like are they saying it online?,534.0,536.0,16,Neil_WHO
206, I have a book coming out in a month called Letters from an Astrophysicist.,536.0,539.0,22,Neil_WHO
207," Okay, it's not out yet.",539.0,542.0,10,Neil_WHO
208, I've got it.,542.0,543.0,7,Neil_WHO
209, It's not how did you get a copy of it?,543.0,545.0,14,Neil_WHO
210, But I don't even have my copy yet.,545.0,547.0,12,Neil_WHO
211, Okay.,547.0,548.0,4,Neil_WHO
212," What I'm saying is in there, there's a whole chapter on just angry people who don't like anything including science.",548.0,557.0,27,Neil_WHO
213, And one of them... it's a riff.,557.0,558.0,12,Neil_WHO
214," He just said, I hate it.",558.0,559.0,10,Neil_WHO
215, And that science brings some of the worst things that's ever happened to humanity and pollution and this goes on and on and on and on.,559.0,566.0,30,Neil_WHO
216, And so I reply.,566.0,568.0,7,Neil_WHO
217, It's Letters from an Astrophysicist and I reply as calmly and rationally as possible when you get attacked that way.,568.0,577.0,30,Neil_WHO
218, But what I'm saying is not everyone embraces everything that science does.,577.0,582.0,17,Neil_WHO
219, And some will cherry pick it.,582.0,583.0,9,Neil_WHO
220," You have the science deniers for Global Warming, you have science deniers with vaccines, you have science deniers with GMOs.",583.0,589.0,30,Neil_WHO
221, There's all manner of science denying going on in modern society.,589.0,593.0,15,Neil_WHO
222," And you know, we in a free society, what are you going to do?",594.0,599.0,19,Neil_WHO
223, Right?,599.0,600.0,4,Neil_WHO
224, People can think what they want.,600.0,601.0,9,Neil_WHO
225," But if thinking what they want influences policy, which then affects everybody, then your science denial has consequences to the economic health of the nation.",601.0,613.0,30,Neil_WHO
226," And by the way, it's not only economics, it's your... the economic health, it's your physical health, because medicine flows through advances in science, as well as our security.",613.0,622.0,41,Neil_WHO
227," Well, there's people that deny some aspects of science while conveniently using other.",622.0,628.0,18,Neil_WHO
228," That's where it gets weird, right?",628.0,630.0,11,Neil_WHO
229, You're driving a car that's relying on GPS.,630.0,633.0,13,Neil_WHO
230, You're using a phone to complain about the Global Warming hoax.,633.0,637.0,17,Neil_WHO
231," You know, you're...",637.0,638.0,8,Neil_WHO
232," Correct. One of my more sort of popular tweets was, remember when we had the photo of the black hole from a distant galaxy.",638.0,647.0,29,Neil_WHO
233," And it was banner headlines, maybe a year ago, less than a year ago.",647.0,651.0,19,Neil_WHO
234, Banner headlines.,651.0,652.0,6,Neil_WHO
235, And first photo ever of a black hole.,652.0,655.0,11,Neil_WHO
236, And it was an astounding engineering achievement to accomplish that.,655.0,659.0,14,Neil_WHO
237, It was multiple telescopes all around the world pooling the data to get it right.,659.0,664.0,19,Neil_WHO
238, And it was one of the greatest collaborative efforts we've ever undertaken in my field of astrophysics.,664.0,669.0,23,Neil_WHO
239, Okay.,669.0,670.0,4,Neil_WHO
240, And everybody was loving the results.,670.0,671.0,9,Neil_WHO
241," So all I tweeted was,",671.0,673.0,8,Neil_WHO
242, Scientist report first photo of a black hole.,673.0,677.0,12,Neil_WHO
243, Public.,677.0,678.0,4,Neil_WHO
244, Ooh.,678.0,679.0,4,Neil_WHO
245, Ah.,679.0,680.0,4,Neil_WHO
246, Scientist report humans are warming the earth.,680.0,684.0,11,Neil_WHO
247," Oh, you brought it up.",684.0,686.0,9,Neil_WHO
248, Okay.,686.0,687.0,4,Neil_WHO
249, Scientist.,687.0,688.0,5,Neil_WHO
250, We produce the first ever image of a supermassive black hole 55 million light years away.,688.0,692.0,21,Neil_WHO
251, The response.,692.0,693.0,5,Neil_WHO
252, Ooh.,693.0,694.0,4,Neil_WHO
253, Scientist.,694.0,695.0,5,Neil_WHO
254, We've concluded that humans are catastrophically warming the earth.,695.0,698.0,14,Neil_WHO
255, Response.,698.0,699.0,4,Neil_WHO
256, That conflicts with what I want to be true so it must be false.,699.0,702.0,17,Neil_WHO
257," Well, that is the cherry picking of science.",702.0,704.0,12,Neil_WHO
258, It is the cherry picking of science.,704.0,705.0,10,Neil_WHO
259, But the global warming thing is very much connected to a certain type of ideology.,705.0,711.0,18,Neil_WHO
260," It does certain type of person thinks of the, some sense.",711.0,713.0,15,Neil_WHO
261, It doesn't matter to me.,713.0,714.0,9,Neil_WHO
262, No nonsense person.,714.0,715.0,6,Neil_WHO
263, What I'm saying.,715.0,716.0,7,Neil_WHO
264," What, yes, it does matter.",716.0,717.0,10,Neil_WHO
265," What I'm, what I'm trying to say is that is a demographic that has cherry picked science",717.0,724.0,22,Neil_WHO
266, to deny human cause global warming.,724.0,726.0,9,Neil_WHO
267, There are other demographics that have cherry picked other science to deny other things.,727.0,732.0,17,Neil_WHO
268, And it's not all located in one political spectrum.,732.0,737.0,13,Neil_WHO
269," I mean, one political branch.",737.0,739.0,9,Neil_WHO
270, Right.,739.0,740.0,4,Neil_WHO
271, So you tend to find liberal folk complaining that the conservatives who have embraced,740.0,745.0,16,Neil_WHO
272, know the global warming platform are denying science and they need science on their side.,745.0,750.0,18,Neil_WHO
273, And many of those same people are rubbing crystals together to be healed by the crystal energy.,750.0,755.0,20,Neil_WHO
274," Or they're denying vaccines, thinking that there's somehow bad for you.",755.0,760.0,17,Neil_WHO
275," And so, so all of this requires some or total rejection of mainstream science.",760.0,768.0,18,Neil_WHO
276, And we're living in that world now.,768.0,772.0,11,Neil_WHO
277, And I don't know.,772.0,773.0,8,Neil_WHO
278," I don't think it'll stop the progress of civilization, but it can certainly slow it down and occasionally stall it.",773.0,780.0,26,Neil_WHO
279," Well, that is certainly a problem, but how big of a problem is it?",781.0,785.0,19,Neil_WHO
280, Like how many people are really in denial of science in 2019?,785.0,789.0,15,Neil_WHO
281, It's got to be for me.,789.0,790.0,10,Neil_WHO
282," For me, in a free country, that's no one matters.",790.0,792.0,16,Neil_WHO
283, What matters is in a free country that you elect officials who are not.,792.0,795.0,17,Neil_WHO
284, Officials.,795.0,796.0,5,Neil_WHO
285," Yes, you elect people who are scientifically literate.",796.0,799.0,13,Neil_WHO
286, Yeah.,799.0,800.0,4,Neil_WHO
287, They don't have to be scientists.,800.0,801.0,10,Neil_WHO
288," And if they're not scientifically literate, they should be self-aware of that.",801.0,807.0,20,Neil_WHO
289, And then listen to people who are.,807.0,810.0,10,Neil_WHO
290, Right.,810.0,811.0,4,Neil_WHO
291," So, don't you think what they're doing though is they're doing what their constituents would like them to do?",811.0,818.0,26,Neil_WHO
292, That's why I don't beat politicians over the head.,818.0,821.0,14,Neil_WHO
293, Ever.,821.0,822.0,4,Neil_WHO
294, I don't do that.,822.0,823.0,8,Neil_WHO
295," We're a republic, we're a democracy.",823.0,826.0,12,Neil_WHO
296," Whatever they believe, if they think Earth is 6,000 years old, and they got elected, it's because the people elected them believe they're Earth is 6,000 years old.",826.0,834.0,40,Neil_WHO
297, Or because they're willing to let that one go because they believe in the policies.,834.0,837.0,19,Neil_WHO
298," Oh, possibly.",837.0,838.0,6,Neil_WHO
299, That's a good point because you have a portfolio of thoughts and beliefs.,838.0,841.0,17,Neil_WHO
300, Or because you're such a profound Christian.,841.0,843.0,11,Neil_WHO
301," I mean, he's so profoundly Christian that he just wants to live in a literal position.",843.0,847.0,21,Neil_WHO
302," There are plenty of Christians who are connected to science that don't, including the Pope.",847.0,851.0,20,Neil_WHO
303," By the way, can you get more Christian than the Pope?",851.0,854.0,15,Neil_WHO
304," Yeah, he believes in science now.",854.0,856.0,10,Neil_WHO
305, This new Pope is pretty interesting.,856.0,857.0,9,Neil_WHO
306," Yeah, if you read his encyclical from a couple of years ago, it's a scientifically literate.",857.0,863.0,25,Neil_WHO
307, It's a literate document.,863.0,865.0,9,Neil_WHO
308, Yeah.,865.0,866.0,4,Neil_WHO
309," And no, there's, okay, so it's not, he's still religious, right?",866.0,869.0,22,Neil_WHO
310," So Jesus still rose from the dead, and there was still miracles and all the rest of that in the New Testament.",869.0,874.0,26,Neil_WHO
311, So he's not in denial of that.,874.0,876.0,11,Neil_WHO
312," But given that, he is saying, oh my gosh, here's something, we, the religious community, and scientists can partner behind, and that is we want to save life on Earth.",876.0,886.0,41,Neil_WHO
313, And so we have to be better shepherds of what is going on on this Earth.,886.0,890.0,21,Neil_WHO
314," And one of them is we don't want to flood low-lying countries in the South Pacific, where the average sea level is 10 feet above sea level, or whatever it is.",890.0,899.0,39,Neil_WHO
315," You're going to lose these countries if you keep melting our, our, our, um, the ice caps, because that would include a North, and there's no land in the North.",899.0,909.0,41,Neil_WHO
316," So the glacier ice, that's land-based ice, right?",909.0,912.0,16,Neil_WHO
317," Because any ice that's in the water floating, that can melt and it's not going to change the water level.",912.0,918.0,26,Neil_WHO
318," So it's why you can do this experiment. It's really cool. Fill up your glass, put some, a few cubes of ice in a glass of water, fill the glass up as much as you possibly can without spilling it.",918.0,928.0,51,Neil_WHO
319, And the ice is bobbing above that level.,928.0,931.0,12,Neil_WHO
320," Okay, because ice is about 10% buoyant on that. About 10% of an ice cube will be lifted above. This, this is the, this is the iceberg equation, right?",931.0,939.0,41,Neil_WHO
321," That's the tip of the iceberg. Well, you see the 10% above and 90% is not visible to you.",939.0,945.0,27,Neil_WHO
322," This is, by the way, I don't want to get too many off-ramps here, but that's one of the things that they did right in Titanic.",945.0,951.0,37,Neil_WHO
323," Okay, if you look at the earliest Titanic movie, there was in black and white. They see this huge iceberg on the horizon, and then it can't swear away from it, because it, oh my gosh, it doesn't have to know.",951.0,963.0,53,Neil_WHO
324," No, no. The iceberg that cuts the bottom of your boat is a little bit of ice sticking out above the water, because 90% of it is underwater.",963.0,971.0,35,Neil_WHO
325," And that's where the damage occurs. And in the James Cameron Titanic, the iceberg that they hit above water was looks like a little chunk of ice.",971.0,980.0,33,Neil_WHO
326," Oh, that couldn't hurt anything. All the damage was under word. Anyhow, so back to this. So do this experiment, and then let the glass sit there and let the ice melt.",980.0,989.0,43,Neil_WHO
327," And the water levels stay the same, because when ice melts, it takes a lower volume than it was when it became ice.",989.0,997.0,28,Neil_WHO
328, And that's why pipes break.,997.0,1000.0,9,Neil_WHO
329, I thought pipes break just because the water expands.,1000.0,1004.0,12,Neil_WHO
330," Yeah, I just described that in the opposite direction.",1004.0,1006.0,13,Neil_WHO
331," Oh, right.",1006.0,1007.0,6,Neil_WHO
332," Oh, so because as it freezes it, but it didn't know it gets larger.",1007.0,1010.0,21,Neil_WHO
333," That's what expansion means. What kind of, what's with your vocabulary here?",1010.0,1014.0,19,Neil_WHO
334," No, but I'm saying like, no, no, right. So your ice cube is sitting 10% larger.",1014.0,1018.0,26,Neil_WHO
335," Your ice cube is sitting 10% above the water level, and it melts and becomes water.",1018.0,1022.0,21,Neil_WHO
336, The water takes up 90% of the volume of the ice.,1022.0,1026.0,15,Neil_WHO
337," So that just melts back into the water, and it doesn't overflow, even though it was sticking above the water line when you had the glass.",1026.0,1033.0,32,Neil_WHO
338, So now let's do the opposite.,1033.0,1035.0,10,Neil_WHO
339, There's water in the pipes.,1035.0,1037.0,9,Neil_WHO
340, Can I tell you something that might blow your mind?,1037.0,1039.0,13,Neil_WHO
341, No.,1039.0,1040.0,4,Neil_WHO
342, Sure.,1040.0,1041.0,4,Neil_WHO
343," Is that allowed? How many times does your mind, at least once a day?",1041.0,1045.0,19,Neil_WHO
344," Yeah, at least one.",1045.0,1046.0,8,Neil_WHO
345, You need your mind blown.,1046.0,1047.0,8,Neil_WHO
346, Okay. Here's how it works.,1047.0,1048.0,10,Neil_WHO
347, Okay.,1048.0,1049.0,4,Neil_WHO
348, So let's put water in the pipes.,1049.0,1052.0,11,Neil_WHO
349, Okay.,1052.0,1053.0,4,Neil_WHO
350, And then the temperature drops.,1053.0,1055.0,8,Neil_WHO
351, Now pipes have a certain strength.,1055.0,1057.0,9,Neil_WHO
352, Right.,1057.0,1058.0,4,Neil_WHO
353," Copper pipes, you know, they're rigid.",1058.0,1060.0,12,Neil_WHO
354, Okay.,1060.0,1061.0,4,Neil_WHO
355, Now we'll have them around breaking pipes.,1061.0,1062.0,11,Neil_WHO
356, Okay. So now watch.,1062.0,1063.0,8,Neil_WHO
357, We have to choose.,1063.0,1064.0,7,Neil_WHO
358," So the water is in there, and now the temperature begins to drop.",1064.0,1067.0,17,Neil_WHO
359, Okay.,1067.0,1068.0,4,Neil_WHO
360," Um, the water wants to turn to ice, but it can't because the pipe is containing it.",1069.0,1080.0,23,Neil_WHO
361, So it just sits there.,1080.0,1082.0,8,Neil_WHO
362, Okay.,1082.0,1083.0,4,Neil_WHO
363," At 32 degrees as water, even though the temperature outside is dropping below 32 degrees.",1083.0,1089.0,19,Neil_WHO
364, Okay.,1089.0,1090.0,4,Neil_WHO
365, And it still sits there.,1090.0,1092.0,8,Neil_WHO
366," I guess the 30 degrees, 29, the pipe is squeezing the attempt of this water to become ice.",1092.0,1100.0,23,Neil_WHO
367, And the act of squeezing it prevents the temperature from dropping.,1100.0,1104.0,14,Neil_WHO
368, Okay.,1104.0,1105.0,4,Neil_WHO
369," And you, the temperature drops depending on how strong the pipe is, and the temperature gradient across it,",1105.0,1111.0,23,Neil_WHO
370," as the outside temperature continues, it gets to now 25 degrees.",1111.0,1115.0,15,Neil_WHO
371, The pipe is still holding on to the liquid water.,1115.0,1117.0,13,Neil_WHO
372, And it's still 32 degrees inside there.,1117.0,1120.0,11,Neil_WHO
373," And it holds on to, and it's keeps happening.",1120.0,1122.0,14,Neil_WHO
374, It keeps happening.,1122.0,1123.0,6,Neil_WHO
375, You get a point where the pipe can no longer contain the water.,1123.0,1128.0,16,Neil_WHO
376, And the water freezes spontaneously.,1128.0,1133.0,9,Neil_WHO
377," It just goes right down to that temperature, and the pipe is helpless in the face of this.",1133.0,1139.0,22,Neil_WHO
378," So the point is the stronger the pipe is, the lower the temperature has to be outside for the freezing water to break it.",1139.0,1146.0,28,Neil_WHO
379," So theoretically, if you had a pipe that was made of a stronger material than copper, you can get even lower than that.",1146.0,1151.0,28,Neil_WHO
380, You get even lower temperatures.,1151.0,1152.0,8,Neil_WHO
