heading,content,start,end,tokens,title
32," Um, and we we racked our brains to think of any possible way to improve the probability of success",159.44,164.64,23,Elon
33, We cannot think of anything more and and nor could NASA and so,164.79999999999998,168.39999999999998,15,Elon
34, Then that's just the best that we could do so then we we had,169.92,172.72,17,Elon
35, We went ahead and launched,173.67999999999998,175.67999999999998,7,Elon
36, Now I'm not a religious person,175.67999999999998,177.67999999999998,9,Elon
37," Um, but I nonetheless got on my knees and prayed for for that mission",178.32,182.24,17,Elon
38, We able to sleep,183.76,185.76,6,Elon
39, no,185.84,187.6,3,Elon
40, How did I feel when it was a success first when the launch was a success and when they returned back home or back to earth,187.6,195.44,28,Elon
41, There's a great relief,196.88,198.88,7,Elon
42," Yeah, it is for for high-striest situations. I find it's it's not so much elation as relief",200.4,205.84,28,Elon
43, um,206.64,208.64,3,Elon
44," And um, you know, I think once as we got more comfortable and proved out the systems because you know, we really",208.64,216.24,27,Elon
45," Um, you know, you got to make sure everything works um, I was it was definitely a lot more enjoyable with the subsequent",217.2,223.84,28,Elon
46," uh, astronaut missions and I thought the",224.56,227.6,10,Elon
47," The inspiration mission was was actually very inspiring um inspiration for mission um, I'd encourage people to watch the",228.8,235.28,23,Elon
48, Inspiration documentary on Netflix. It's actually really good um,235.92,239.28,14,Elon
49, And it really isn't so I was actually inspired by that um and I a,240.24,244.4,18,Elon
50, I so that when I felt I was kind of able to enjoy the the actual mission and not just be able to rest all the time,245.04,250.72,29,Elon
51, So for people that somehow don't know it's the all civilian first time all civilian out the space thought to orbit,250.96,258.8,25,Elon
52," Yeah, and it was that high I think the highest",259.36,261.36,13,Elon
53, orbit that uh in like an 30 or 40 years or something the only one that was higher,262.16,267.04,20,Elon
54, Was this one shuttle or sorry a Hubble uh servicing mission um and then before that it would have been,267.84000000000003,273.84000000000003,23,Elon
55, Apollo in 72,274.56,276.4,5,Elon
56, It's very wild,277.84,279.12,6,Elon
57," So it's cool. It's got you know, I think uh, you know as uh as the species like we want to be you know continuing to",279.12,286.88,33,Elon
58, Do better and reach higher ground and and like I think it would be tragic extremely tragic if um,287.52,293.6,21,Elon
59," Apollo was the high watermark for humanity, you know, and that and that's as far as we ever got um and it's um",294.0,300.79999999999995,30,Elon
60, It's concerning that here we are,301.76,303.76,9,Elon
61, 49 years after the last mission to the moon and so almost half a century,305.52000000000004,311.04,17,Elon
62," Uh, and we've not been back",311.84000000000003,313.84000000000003,10,Elon
63," Um, and that's that's worrying. It's like is that does that mean we've peaked as a civilization or what so",314.16,321.2,29,Elon
64," Like I think we got to get back to the moon and and bullet base there, you know a science base",322.64,327.04,24,Elon
65, I think we could learn a lot about the nature of the universe if we have a proper science base on the moon,327.12,331.52000000000004,25,Elon
66, um,332.16,333.04,3,Elon
67, You know like we have a science base in Antarctica and you know many other parts of world and,333.04,338.40000000000003,21,Elon
68, um,338.40000000000003,339.44,3,Elon
69, So that that that's like I think the next big thing we've got to have like a a serious like moon base um and then get people to Mars and,339.44,347.28000000000003,34,Elon
70, You know get get out there and be a space-bearing civilization. I'll ask you about some of those details,348.56,354.24,26,Elon
71, But since you're so busy with the hard engineering challenges of everything that's involved,354.48,359.68,18,Elon
72, I you're still able to marvel at the magic of at all of space travel,360.16,363.84,18,Elon
73, Of every time the rocket goes up especially when it's a crude mission,364.48,367.2,16,Elon
74, Are you just so overwhelmed with all the challenges that you have to solve,368.08,372.32,16,Elon
75, And actually sort of to add to that,373.44,375.52,10,Elon
76, The reason I wanted to ask this question of may 30th. It's it's been some time so you can look back and think about the impact already,376.16,383.2,33,Elon
77, It's already at the time. It was an engineering problem. Maybe now it's becoming a historic moment,383.52,389.12,23,Elon
78, Like it's a moment that,389.28,390.88,8,Elon
79, How many moments will be remembered about the 21st century to me,390.88,394.08,15,Elon
80, That or something like that maybe inspiration for one of those will be remembered as the early steps of a new age of uh space exploration,395.6,403.2,28,Elon
81," Yeah, I mean during the launches itself. So I mean the thing I think maybe some people know but a lot of people don't know",404.16,410.24,30,Elon
82, I'm actually a chief engineer of SpaceX. So,410.32,412.32,12,Elon
83," The you know, I've signed off on pretty much all the design decisions",413.92,417.76,17,Elon
84, um and,418.4,420.24,4,Elon
85," You know, so if there's",420.24,422.24,9,Elon
86, Something that goes wrong with that,422.24,424.24,8,Elon
87," A vehicle. It's fundamentally my fault, you know, so um",424.88,428.24,16,Elon
88, So I'm really just thinking about all the things that like so so when I see the rocket,429.84,435.6,21,Elon
89, I see all the things that could go wrong and the things that could be better and the same with the,435.6,440.0,23,Elon
90, Dragon spacecraft. It's like,440.4,442.4,8,Elon
91," I'll see people see oh, this is a space craft or a rocket and that's looks really cool",442.72,446.72,23,Elon
92, I'm like,447.04,448.0,5,Elon
93, I've I've like a readout of like this is that these are the risks these are the problems. That's what I see,448.0,453.28,29,Elon
94, like,453.84,455.84,3,Elon
95, So,456.32,457.84,3,Elon
96," Not what other people see when they see the product, you know, so let me ask you then to analyze starship in that same way",457.84,463.76,30,Elon
97, I know you have you'll talk about in more detail about starship in the near future perhaps you had that,464.4,470.08,24,Elon
98, I don't know if you want but,470.32,472.24,10,Elon
99, Just in that same way like you said you see when you see up,472.24,475.52,16,Elon
100," Uh, when you see a rocket you see the sort of elicit the risks in that same way you said that starship is a really hard problem",476.48,482.32,32,Elon
101, So many ways I can ask this but,483.28,485.68,10,Elon
102, If you magically could solve one problem perfectly one engineering problem perfectly,486.48,491.12,14,Elon
103, Which one would it be on starship?,491.68,493.68,11,Elon
104, I'm sorry on starship. So is it may be related to the efficiency the,494.16,498.24,19,Elon
105, The engine the weight of the different components the complexity of various things maybe the controls of the the crazy thing as the due to land,499.2,506.16,28,Elon
106," No, it's actually the by far the the biggest thing absorbing my time is a",506.72,511.68,19,Elon
107, engine production,512.64,514.64,4,Elon
108, Not the design of the engine the I have often said prototypes are,515.04,519.6800000000001,15,Elon
109, Easy production is hard,521.04,523.04,6,Elon
110, um,523.44,525.44,3,Elon
111, So we have the most advanced rocket engine that's ever been designed um,525.44,530.5600000000001,16,Elon
112, The because I say currently the the best rocket engine ever is probably the RD 180 or RD 170,532.24,538.24,23,Elon
113, That that's the door of our engine basically um and um and still I think an engine surely count if it's gotten something to orbit,540.32,547.84,29,Elon
114, So our engine has not gotten anything to orbit yet,549.0400000000001,551.7600000000001,12,Elon
115, But it is it's the first engine that's actually,552.64,555.28,13,Elon
116, Better than then the the the Russian RD engines which are amazing design,556.64,561.84,16,Elon
117, So you're talking about Raptor engine what makes it amazing? What what are the different aspects of it that,562.64,567.68,24,Elon
118, Make it like what do you the most excited about uh if the whole thing works in terms of efficiency all those kinds of things,568.48,575.92,27,Elon
119," Well, it's",577.12,578.4,6,Elon
120, But Raptor is a a full flow,578.4,580.9599999999999,10,Elon
121, staged combustion,582.0799999999999,584.0799999999999,4,Elon
122, Engine and it's at operating at a very high chamber pressure,585.92,590.0,14,Elon
123, So one of the key figures married or perhaps the key figure of merit is,590.88,595.4399999999999,17,Elon
124, What is the chamber pressure at which the rocket engine can operate that's the combustion chamber pressure,596.9599999999999,602.16,20,Elon
125, So Raptor is,603.04,605.04,6,Elon
126, designed to operate at 300 bar possibly maybe higher the standard atmospheres so,605.12,610.56,17,Elon
127, um,612.0,613.52,3,Elon
128, The record right now for operational engine is the RD engine that I mentioned the Russian RD which is I believe run to 67,613.52,620.0,28,Elon
129, uh bar um and,620.56,622.7199999999999,6,Elon
130, The the the difficulty of the chamber pressure is increases on a non-linear basis. So,622.7199999999999,628.0799999999999,20,Elon
131, 10% more,629.04,630.24,5,Elon
132, pressure is,630.4,631.92,4,Elon
133, more like uh,631.92,633.2,5,Elon
134, 50% more difficult,633.2,635.2,6,Elon
135, um,635.92,636.88,3,Elon
136, But that that chair pressure is that that that is what allows you to get a very high,636.88,641.2,20,Elon
137, power density,642.0,643.52,4,Elon
138, for uh for the engine um so,643.52,646.48,9,Elon
139, enabling um,647.92,649.92,4,Elon
140, A very high thrust to weight ratio um and,650.32,653.52,11,Elon
141, uh a very high specific impulse,654.24,656.24,8,Elon
142, So specific impulse is like a measure of the efficiency of a rocket engine or um it's really the the the,657.04,663.84,24,Elon
143, Exhaust the effective exhaust velocity of of the gas coming out of the engine um,665.84,670.88,19,Elon
144, So uh,672.88,674.88,4,Elon
145, With with a very high chamber pressure you can have um,675.28,678.64,13,Elon
146, A a compact engine that nonetheless has a high expansion ratio which is the ratio between the uh,679.6800000000001,686.0,20,Elon
147, um,686.8,687.76,3,Elon
148, exit nozzle uh and the uh,687.76,690.96,8,Elon
149, throat so you know engines like you see your rocket engines got like sort of like about like a hour glass shape,690.96,695.92,24,Elon
150, It's like a chamber and then next down and there's a nozzle and the ratio of the the the exotimer to the,696.0,702.32,28,Elon
151, The throat uh it's an expansion ratio. So why is it such a hard engine to manufacture,703.6800000000001,708.16,21,Elon
152, a scale,708.96,710.96,4,Elon
153," Uh, it's very complex",711.2,713.2,8,Elon
154, What is complexity mean here's a lot of components involved there's a lot of a lot of components and a lot of,713.9200000000001,719.12,26,Elon
155, uh unique materials,720.1600000000001,722.1600000000001,5,Elon
156, That uh so we have to invent a,722.4000000000001,724.4000000000001,10,Elon
157, Several alloys that don't exist in order to make this engine work,725.5200000000001,729.2,16,Elon
158, um materials problem too,730.72,732.88,6,Elon
159, It's a materials problem and um it in a in a staged combustion that full flow staged combustion,734.5600000000001,740.88,21,Elon
160, There are many,741.28,742.48,5,Elon
161, feedback loops in the system so,742.48,744.48,8,Elon
162, uh,746.08,746.88,3,Elon
163, basically you've you've got,746.88,748.88,8,Elon
164, propellants and and and uh hot gas flowing,749.6,752.24,12,Elon
165, um,753.36,754.96,3,Elon
166, Simultaneously to so many different places on the engine um and,754.96,759.4399999999999,15,Elon
167, uh they all have a recursive effect on each other so you change one thing here it has a recursive effect here it changes something over there and and it's,760.16,768.24,35,Elon
168, It's it's it's quite it's hard to control um like there's a reason no one's made this before um,768.88,774.8,27,Elon
169, but um and the reason we're doing um a stage combustion,776.32,782.48,14,Elon
170, Full flow is because it has the highest of the highest of the vehicle possible uh efficiency,783.6800000000001,790.72,19,Elon
171, um so,791.76,793.04,4,Elon
172, And in in in order to make a fully reusable rocket um,794.0,798.48,14,Elon
173, Which that that's the really the holy grail of overall rocketry um,799.36,803.52,17,Elon
174, You have to have everything's got to be the best uh it's got to be the best engine the best airframe the best heat shield um,805.4399999999999,812.4,31,Elon
175, extremely light avionics,813.52,815.52,7,Elon
176, um,816.48,817.68,3,Elon
177, You know very clever control mechanisms,817.8399999999999,819.5999999999999,8,Elon
178, um you've got to shed mass in any possible way that you can um for example,820.4,825.5999999999999,19,Elon
179, We are instead of putting landing legs on the booster and ship we are going to catch them with a tower,825.5999999999999,830.0799999999999,23,Elon
180, To save the weight of the landing legs so that's like,830.7199999999999,833.8399999999999,14,Elon
181, I mean,835.04,836.3199999999999,4,Elon
182, We're talking about catching,836.3199999999999,838.3199999999999,7,Elon
183, the largest flying object ever made uh,838.3199999999999,840.3199999999999,9,Elon
184, With,842.16,843.3599999999999,3,Elon
185, On a giant tower with with trough stick arms,843.44,845.92,12,Elon
186, It's like cruddy kid with fly but much bigger,846.64,849.44,14,Elon
187, I mean pulling this probably won't work the first time,852.08,855.28,13,Elon
188," Uh and anyway, so this is bananas this is banana stuff so you mentioned that you doubt",857.28,861.28,20,Elon
189, Well not you doubt but there,861.84,863.84,8,Elon
190, There's days or moments when you doubt that this is even possible,864.48,867.6800000000001,15,Elon
191, It's so difficult,868.32,870.0,6,Elon
192, The possible part is,870.08,872.08,6,Elon
193, Well at this point,872.88,874.88,6,Elon
194, We'll I think we will we'll get starship to work um,875.0400000000001,878.24,16,Elon
195, Um,880.48,881.36,3,Elon
196, There's a question of timing how long will it take us to do this uh,881.36,885.44,18,Elon
197, How long will it take us to actually achieve uh full and rapid reusability um,885.44,889.9200000000001,18,Elon
198, Because it will take a probably many launches before we're able to have full and rapid reusability um,890.48,896.48,22,Elon
199, But I can say that that the physics,897.6,900.1600000000001,10,Elon
200, Pencils out like the like we're not uh,900.3199999999999,903.6,13,Elon
201, Like at this point. I'd say we're confident. They would that sick like let's say we're I'm very confident sick,905.6,911.28,29,Elon
202, Success is in the set of all possible outcomes,911.44,913.44,11,Elon
203, Right. It's not a set of,914.48,916.48,10,Elon
204, But for a while there I was not convinced that success was in the set of possible outcomes,916.48,920.48,20,Elon
205, So which is a very important actually but so we were um,921.52,925.36,14,Elon
206, Um,926.64,927.68,3,Elon
207, There's a chance I'm saying there's a chance exactly um,928.48,931.36,15,Elon
208," Uh, just not sure how",932.96,934.96,8,Elon
209, How long it will take uh,934.96,937.28,8,Elon
210, We have very very talented team. They're working night and day to make it happen um,938.16,942.48,20,Elon
211, and uh,943.52,945.52,4,Elon
212, Like like said that the the the the critical thing to achieve for the revolution in spaceflight and for humanity to be a space-faring civilization is to have a fully and rapidly reusable rocket over rocket,945.52,955.04,42,Elon
213," Um, there's not even been any",955.76,958.16,10,Elon
214, Over rocket that's been fully reusable ever and this has always been the,958.16,961.12,16,Elon
215, the the the the holy grail of,962.08,964.24,10,Elon
216, rocketry um and,964.24,966.24,6,Elon
217, Many smart people very smart people,967.04,969.04,8,Elon
218, Have tried to do this before and they're not succeeded. So um because it's such a hard problem,969.68,975.92,23,Elon
219, What's your source of belief in situations like this,976.96,980.48,12,Elon
220, When the engineering problem is so difficult. There's a lot of experts,981.2,984.8,16,Elon
221," Many of whom you admire who have failed in the past. Yes, and",985.6,990.4,17,Elon
222, um,991.52,992.8,3,Elon
223, A lot of people,992.8,994.96,6,Elon
224, You know the a lot of experts maybe journalists all the kind of you know the public in general have a lot of doubt about whether it's possible,994.96,1002.56,31,Elon
225, And you yourself know that even if it's a non-null set non-empty set of success,1003.68,1009.44,24,Elon
226, It's still unlikely or very difficult like where do you go to both personally,1009.52,1014.32,17,Elon
227, um intellectually as an engineer as a team,1015.2,1017.84,10,Elon
228, Like for source of strength needed to sort of persevere through this,1018.88,1022.24,15,Elon
229, And to keep going with the project take it to completion,1023.52,1026.0,13,Elon
230, you,1026.08,1028.08,3,Elon
231, S.O.S.A. strength. I just really not how I think about things um,1038.4,1042.72,22,Elon
232, I mean for me it's simply this this is something that is important to get done um and we we should just keep doing it um,1043.52,1050.24,29,Elon
233, Or die trying and I I don't need,1051.12,1054.08,11,Elon
234, S.O.S.A. strength. So quitting is not even like um,1054.96,1058.24,19,Elon
235," Yes, no it's not in my nature",1059.04,1061.04,11,Elon
236, and I don't,1061.52,1063.1999999999998,6,Elon
237, Care about optimism or pessimism,1063.1999999999998,1065.1999999999998,8,Elon
238, Fuck that we're gonna get it done gonna get it done,1066.24,1068.56,14,Elon
239, Can you then zoom back in to specific problems with starship or any engineer and problems you work on,1071.76,1077.84,22,Elon
240, Can you try to introspect your particular biological and your network your thinking process in this,1078.32,1083.9199999999998,19,Elon
241, How you think through problems through different engineering and design problems is there like a systematic process,1084.16,1090.08,19,Elon
242," You spoken about first principles thinking. Yeah, it's their kind of process to it. Well um",1090.08,1094.8,22,Elon
243, You know like saying like like physics is low and everything else is a recommendation,1097.1999999999998,1100.56,17,Elon
244," Um like I've met a lot of people looking break the law, but um having it met anyone who could break physics",1101.36,1105.4399999999998,26,Elon
245, so,1106.8,1108.8,3,Elon
246, first for you know any kind of,1108.8,1110.8,9,Elon
247, Technology problem you have just sort of just make sure you're not violating,1111.68,1116.24,16,Elon
248, physics um,1117.12,1119.12,4,Elon
249, and,1120.0,1122.0,3,Elon
250, You know uh,1122.08,1123.76,5,Elon
251, First principles analysis. I think it's something that can be applied to,1123.76,1126.16,16,Elon
252, Really any walk of life or anything really it's just it's really just saying um,1127.12,1131.84,19,Elon
253," You know, let's let's boil something down to the most fundamental",1132.72,1136.32,16,Elon
254, uh,1136.72,1137.76,3,Elon
255, Principles the things that we are most confident are true at a foundational level,1137.76,1141.9199999999998,17,Elon
256, And that sets your at your sets your axiomatic base and then you reason up from there,1142.48,1146.48,21,Elon
257, And then you cross check your conclusion against the the axiomatic truth,1146.96,1151.04,16,Elon
258, um,1152.56,1153.76,3,Elon
259, so,1153.76,1155.76,3,Elon
260," Um, you know some basics and physics would be like are you violating conservation of energy or momentum or something like that",1155.84,1161.04,25,Elon
261, You know then you just it's not gonna work,1161.12,1163.6,12,Elon
262, um,1163.84,1165.84,3,Elon
263, so,1165.84,1167.84,3,Elon
264," Uh, that's",1167.9199999999998,1169.12,6,Elon
265," You know, so that's just to establish is it is it possible",1169.12,1171.9199999999998,16,Elon
266, And then another good physics tool is thinking about things in the limit if you if you take a particular thing and you,1172.9599999999998,1178.7199999999998,25,Elon
267," Uh, scale it to a very large number or to a very small number how does how does things change",1179.52,1184.56,23,Elon
268," um, well it's like temper like in a number of things you manufacture something like that and then in time",1185.28,1190.7199999999998,24,Elon
269," Yeah, like let's say it takes an example of like um",1191.68,1194.16,15,Elon
270, Like manufacturing which I think is just a very underrated problem um and and,1195.12,1201.04,17,Elon
271," Uh, likes it it's much harder to",1202.24,1204.8,11,Elon
272, Take a advanced technology product and bring it into volume manufacturing that it is to design it in the first place my orders magnitude so,1206.8,1214.72,27,Elon
273," Um, so let's say you're trying to figure out is",1215.76,1218.16,15,Elon
274," um, like why is this",1218.96,1220.96,8,Elon
275," This uh, part or product expensive is it um",1220.96,1224.8000000000002,12,Elon
276, Because of something fundamentally foolish that we're doing or is it because our volume is too low,1225.68,1230.8000000000002,20,Elon
277," And so they say okay, well, what if our volume was a million years a year is it still expensive?",1231.28,1235.12,25,Elon
278," That's what I mean, but I think about things to the limit",1235.68,1237.52,16,Elon
279, If it's still expensive at a million units a year then volume is not the reason why you think it's expensive,1238.0800000000002,1242.16,25,Elon
280, There's something fundamental about design,1242.48,1243.84,8,Elon
281, And then you then can focus on the,1244.72,1246.4,10,Elon
282, Reducing complexity or something like that in the design to change change the part to be something that is uh,1246.4,1252.0,24,Elon
283, Uh,1253.12,1254.24,3,Elon
284, Not fundamentally expensive,1254.24,1256.24,5,Elon
285, But it like that's a common thing in rock tree because the the,1256.4,1259.76,16,Elon
286, Uniflying is as relatively low,1259.84,1261.76,9,Elon
287," And so a common excuse would be well, it's expensive because our uniform is low",1261.76,1265.9199999999998,19,Elon
288," Um, and if we were in like automotive or something like that or consumer electronics then our cost would be lower",1266.48,1270.88,24,Elon
289," I'm like okay, so let's say we skate now you're making a million units a year. Is this the most expensive?",1270.96,1275.5200000000002,29,Elon
290, The answer is yes,1276.0800000000002,1277.68,6,Elon
291, then,1277.68,1279.68,3,Elon
292, Economy's a scale and not the issue,1279.7600000000002,1281.7600000000002,10,Elon
293, Do you throw into manufacturing do you throw like supply chain,1282.0800000000002,1285.36,13,Elon
294, Talk about resources and materials and stuff like that do you throw that into the calculation of trying to reason from first,1286.0,1291.2800000000002,24,Elon
295, Principles like how we're gonna make the supply chain work here,1291.2800000000002,1293.68,15,Elon
296," Yeah, yeah, and then the cost of materials things like that or is that too much exactly so um like",1294.5600000000002,1300.48,24,Elon
297, And another like a good example like of thinking about things in the limit is um if you take any,1300.64,1306.56,22,Elon
298, Uh,1307.04,1309.04,3,Elon
299, You know any any,1309.04,1311.04,6,Elon
300, Product eight machine or whatever um,1311.04,1313.28,8,Elon
301, Like take a rocket or whatever and say,1314.32,1316.48,10,Elon
302, Um if you've got if if you look at the room if you're raw materials in the rocket um,1318.08,1323.04,23,Elon
303, So you're gonna have like a,1323.6,1325.6,9,Elon
304, I don't know aluminum steel titanium in canal,1325.6,1328.08,11,Elon
305," Uh, especially speciality alloys",1329.04,1331.04,9,Elon
306, um,1331.6799999999998,1332.64,3,Elon
307, Copper and and you say what are the how,1332.64,1335.9199999999998,11,Elon
308, What what's the weight of the constituent elements of each of these elements and what is their raw material value,1336.72,1341.84,24,Elon
309, and that sets the,1342.64,1344.64,6,Elon
310, Asmetic limit for how,1344.64,1346.64,8,Elon
311," Uh, lower the cost of the vehicle can be unless you change the materials",1347.9199999999998,1350.96,17,Elon
312, So and then when you do that I call it like maybe the magic one number or something like that,1351.84,1356.48,22,Elon
313, So that would be like if you had the,1356.56,1358.4,11,Elon
314," You know a like just a pile of these raw materials. Yeah, you could wave the magic wand and rearrange the atoms into the final shape",1359.28,1365.36,30,Elon
315, um,1366.08,1367.04,3,Elon
316, That would be the lowest possible cost that you could make this thing for unless you change the materials,1367.04,1371.92,21,Elon
317, So then and that is always a use almost always a very low number um,1372.72,1377.04,17,Elon
318, So then the the what's actually causing these to be expensive is how you put the atoms into the desired shape,1377.76,1383.84,24,Elon
319, You,1383.9199999999998,1385.9199999999998,3,Elon
320," Yeah, actually if you're mind me taking a tiny tangent had uh, I often talk to Jim Keller who's something to work with you",1385.9199999999998,1393.28,30,Elon
321," Oh, yeah, Jim was uh, yeah, great work at Tesla",1393.28,1397.12,16,Elon
322," So um, I suppose he carries the flame of the same kind of thinking that you're you're talking about now",1397.76,1404.24,25,Elon
323," um, and I guess I see that same thing at Tesla and",1405.4399999999998,1408.72,15,Elon
324," And uh, SpaceX folks who worked there they kind of learned this way of thinking and it kind of becomes obvious almost",1409.52,1416.08,25,Elon
325," But anyway, I had um argument not argument",1416.72,1419.52,11,Elon
326," Uh, he educated me",1420.64,1422.64,7,Elon
327, about how cheap it might be to manufacture a Tesla bot,1422.72,1426.4,13,Elon
328, We just we had an argument what is how can you reduce the cost of scale of producing a robot because,1426.64,1432.48,23,Elon
329, So I got in the chance to interact quite a bit,1432.8,1435.28,13,Elon
330, Obviously in in the academic circles with human robots and then my boss and dynamics and stuff like that,1436.0,1441.52,21,Elon
331," And then they're very expensive to build um, and then",1441.92,1444.88,14,Elon
332," Uh, Jim kind of schooled me on saying like okay, like this kind of first principles thinking of how can we get the cost of manufacturing?",1445.84,1451.84,32,Elon
333," um, I suppose you do that you have done uh, that kind of thinking for Tesla bot and for all kinds of",1452.72,1458.72,26,Elon
334, All kinds of complex systems that are traditionally seen as complex and you say okay,1460.08,1464.32,17,Elon
335, How can we simplify everything now?,1464.4,1466.4,9,Elon
336," Yeah, I mean I think if you if you are really good at manufacturing",1467.28,1471.12,17,Elon
337, You can basically,1472.4,1474.4,5,Elon
338, Make at high volume you can basically make anything for a cost,1474.4,1477.36,14,Elon
339, That asymptotically approaches is the role of raw material value of the constituents plus any intellectual property that you need to do license,1478.56,1485.52,27,Elon
340, Anything right,1486.56,1488.56,4,Elon
341, But it's it's hard. It's not like that's a very hard thing to do but but it is possible for anything,1489.36,1494.16,28,Elon
342, Anything in volume can be made of like I said for a cost,1494.72,1498.56,15,Elon
343, That asymptotically approaches is raw material constituents,1499.2,1502.16,11,Elon
344, plus intellectual property license rights,1502.72,1504.72,7,Elon
345, So what will often happen in trying to design a product is people start with the tools and and parts and methods that they're familiar with,1505.36,1513.36,29,Elon
346," um, and then and try to create the product using their existing tools and methods",1514.24,1519.36,18,Elon
347," um, the other way to think about it is",1520.24,1522.4799999999998,12,Elon
348," Uh, actually imagine the try to imagine the platonic ideal of the perfect",1523.4399999999998,1527.52,17,Elon
349, product or technology whatever it might be,1528.0,1530.16,9,Elon
350," um, and say what is this what what is the perfect arrangement of atoms?",1531.04,1534.8,18,Elon
351, That would be the the best possible product,1535.6799999999998,1537.52,10,Elon
352, And now let us try to figure out how to get the atoms in that shape,1538.56,1541.12,18,Elon
353, I mean it's it sounds um,1543.9199999999998,1545.9199999999998,9,Elon
354, And it's almost like a rica mordie absurd until you start to really think about it and it you really should,1547.52,1553.6799999999998,26,Elon
355, Think about it in this way because everything else is kind of uh if you if you think uh,1554.8,1560.08,21,Elon
356, You you might fall victim to the momentum of the way things are done in the past unless you think in this way,1561.1999999999998,1565.52,25,Elon
357," Well, just as a function of inertia people will want to use the same tools and methods that they're familiar with",1566.0,1571.52,25,Elon
358, um,1572.16,1573.12,3,Elon
359, They just that's what they'll do by default,1573.36,1575.36,12,Elon
360," Um, and then that that will lead to an outcome of things that can be made with those tools and methods",1575.36,1580.4,24,Elon
361, But it is unlikely to be the um platonic ideal of the perfect product um,1580.56,1585.4399999999998,18,Elon
362, So then so that's why it's it's good to think of things in both directions,1586.08,1590.08,20,Elon
363, They're like what can we build with the tools that we have but then but but also what is the what is the perfect the theoretical,1590.08,1596.24,29,Elon
364, Perfect product look like and and that that theoretical perfect product is going to be a moving target because the as you learn more,1596.24,1602.08,26,Elon
365, The definition of or for that perfect product will will change because you don't actually know what the perfect product is,1602.72,1608.72,24,Elon
366, But you can successfully approximate a a more perfect product,1608.72,1612.88,12,Elon
367," um, so think about it like that and then saying okay now what tools methods materials whatever do we need to",1613.52,1620.56,24,Elon
368, Create in order to get the atoms in that shape,1621.6799999999998,1624.48,12,Elon
369, But for people very rarely think about it that way,1626.0,1629.1999999999998,12,Elon
370, But it's a powerful tool,1630.0800000000002,1632.0800000000002,8,Elon
371, I should mention that the brilliant shavon zillis is hanging,1632.64,1636.16,16,Elon
372, hanging out with us,1637.12,1638.8,6,Elon
373, In case you hear a voice of wisdom from uh from from from outside from up above,1638.8,1643.84,19,Elon
374," Okay, so let me ask you about Mars you mentioned it would be great for science to put",1645.68,1650.8,21,Elon
375, um a base on the moon to do some research but,1651.84,1655.2,13,Elon
376, The truly big leap again in this category of seemingly impossible is to put a human being on Mars,1655.6,1662.96,21,Elon
377, When do you think spaceux will land a human being on Mars?,1663.76,1666.56,16,Elon
